nSeq,I1,I2,O1,O2,A1,A2,A3,A4,A5,A6
9,0,0,0,0,417,512,0,0,0,0
10,0,0,0,0,428,503,0,0,0,0
11,0,0,0,0,429,492,0,0,0,0
12,0,0,0,0,420,489,0,0,0,0
13,0,0,0,0,421,499,0,0,0,0
14,0,0,0,0,431,477,0,0,0,0
15,0,0,0,0,429,496,0,0,0,0
0,0,0,0,0,427,495,0,0,0,0
1,0,0,0,0,412,512,0,0,0,0
2,0,0,0,0,405,530,0,0,0,0
3,0,0,0,0,416,532,0,0,0,0
4,0,0,0,0,429,518,0,0,0,0
5,0,0,0,0,428,515,0,0,0,0
6,0,0,0,0,417,518,0,0,0,0
7,0,0,0,0,418,522,0,0,0,0
8,0,0,0,0,432,510,0,0,0,0
9,0,0,0,0,436,503,0,0,0,0
10,0,0,0,0,424,453,0,0,0,0
11,0,0,0,0,427,315,0,0,0,0
12,0,0,0,0,435,0,0,0,0,0
13,0,0,0,0,434,124,0,0,0,0
14,0,0,0,0,423,743,1,0,0,0
15,0,0,0,0,434,918,2,0,0,0
0,0,0,0,0,439,745,1,0,0,0
1,0,0,0,0,427,612,0,0,0,0
2,0,0,0,0,424,559,0,0,0,0
3,0,0,0,0,438,535,0,0,0,0
4,0,0,0,0,442,516,0,0,0,0
5,0,0,0,0,430,517,0,0,0,0
6,0,0,0,0,429,514,0,0,0,0
7,0,0,0,0,430,509,0,0,0,0
8,0,0,0,0,442,496,0,0,0,0
9,0,0,0,0,445,490,0,0,0,0
10,0,0,0,0,430,492,0,0,0,0
11,0,0,0,0,427,499,0,0,0,0
12,0,0,0,0,435,486,0,0,0,0
13,0,0,0,0,437,480,0,0,0,0
14,0,0,0,0,422,484,0,0,0,0
15,0,0,0,0,421,490,0,0,0,0
0,0,0,0,0,437,477,0,0,0,0
1,0,0,0,0,453,474,0,0,0,0
2,0,0,0,0,459,477,0,0,0,0
3,0,0,0,0,502,483,0,0,0,0
4,0,0,0,0,560,479,0,0,0,0
5,0,0,0,0,616,483,0,0,0,0
6,0,0,0,0,656,499,0,0,0,0
7,0,0,0,0,702,513,0,0,0,0
8,0,0,0,0,748,508,0,0,0,0
9,0,0,0,0,771,515,0,0,0,0
10,0,0,0,0,760,527,0,0,0,0
11,0,0,0,0,748,540,0,0,0,0
12,0,0,0,0,729,539,0,0,0,0
13,0,0,0,0,693,547,0,0,0,0
14,0,0,0,0,641,557,0,0,0,0
15,0,0,0,0,608,559,0,0,0,0
0,0,0,0,0,575,552,1,0,0,0
1,0,0,0,0,535,553,0,0,0,0
2,0,0,0,0,505,554,0,0,0,0
3,0,0,0,0,502,543,0,0,0,0
4,0,0,0,0,499,531,0,0,0,0
5,0,0,0,0,492,531,0,0,0,0
6,0,0,0,0,480,527,0,0,0,0
7,0,0,0,0,480,536,0,0,0,0
8,0,0,0,0,492,522,0,0,0,0
9,0,0,0,0,495,519,0,0,0,0
10,0,0,0,0,480,521,0,0,0,0
11,0,0,0,0,482,525,0,0,0,0
12,0,0,0,0,488,513,0,0,0,0
13,0,0,0,0,481,514,0,0,0,0
14,0,0,0,0,477,510,0,0,0,0
15,0,0,0,0,471,514,0,0,0,0
0,0,0,0,0,452,522,0,0,0,0
1,0,0,0,0,462,522,0,0,0,0
2,0,0,0,0,472,513,0,0,0,0
3,0,0,0,0,469,516,0,0,0,0
4,0,0,0,0,471,519,0,0,0,0
5,0,0,0,0,484,513,0,0,0,0
6,0,0,0,0,490,505,0,0,0,0
7,0,0,0,0,478,515,0,0,0,0
8,0,0,0,0,487,511,0,0,0,0
9,0,0,0,0,494,506,0,0,0,0
10,0,0,0,0,487,506,0,0,0,0
11,0,0,0,0,482,515,0,0,0,0
12,0,0,0,0,492,507,0,0,0,0
13,0,0,0,0,494,504,0,0,0,0
14,0,0,0,0,480,509,0,0,0,0
15,0,0,0,0,480,516,0,0,0,0
0,0,0,0,0,492,504,0,0,0,0
1,0,0,0,0,494,503,0,0,0,0
2,0,0,0,0,479,506,0,0,0,0
3,0,0,0,0,484,511,0,0,0,0
4,0,0,0,0,494,500,0,0,0,0
5,0,0,0,0,492,500,0,0,0,0
6,0,0,0,0,477,505,0,0,0,0
7,0,0,0,0,486,504,0,0,0,0
8,0,0,0,0,489,497,0,0,0,0
9,0,0,0,0,484,499,0,0,0,0
10,0,0,0,0,480,497,0,0,0,0
11,0,0,0,0,462,509,0,0,0,0
12,0,0,0,0,467,510,0,0,0,0
13,0,0,0,0,478,505,0,0,0,0
14,0,0,0,0,480,501,0,0,0,0
15,0,0,0,0,471,514,0,0,0,0
0,0,0,0,0,483,508,0,0,0,0
1,0,0,0,0,492,506,0,0,0,0
2,0,0,0,0,487,505,0,0,0,0
3,0,0,0,0,486,515,0,0,0,0
4,0,0,0,0,500,504,0,0,0,0
5,0,0,0,0,508,491,0,0,0,0
6,0,0,0,0,496,493,0,0,0,0
7,0,0,0,0,500,494,0,0,0,0
8,0,0,0,0,511,481,0,0,0,0
9,0,0,0,0,510,496,0,0,0,0
10,0,0,0,0,496,505,0,0,0,0
11,0,0,0,0,506,513,0,0,0,0
12,0,0,0,0,508,518,0,0,0,0
13,0,0,0,0,493,526,0,0,0,0
14,0,0,0,0,492,527,0,0,0,0
15,0,0,0,0,502,519,0,0,0,0
0,0,0,0,0,502,510,0,0,0,0
1,0,0,0,0,487,519,0,0,0,0
2,0,0,0,0,493,515,0,0,0,0
3,0,0,0,0,502,500,0,0,0,0
4,0,0,0,0,496,430,0,0,0,0
5,0,0,0,0,490,259,0,0,0,0
6,0,0,0,0,496,0,0,0,0,0
7,0,0,0,0,497,236,0,0,0,0
8,0,0,0,0,485,828,2,0,0,0
9,0,0,0,0,493,879,2,0,0,0
10,0,0,0,0,500,722,1,0,0,0
11,0,0,0,0,494,600,0,0,0,0
12,0,0,0,0,498,553,1,0,0,0
13,0,0,0,0,514,531,0,0,0,0
14,0,0,0,0,519,515,0,0,0,0
15,0,0,0,0,518,512,0,0,0,0
0,0,0,0,0,508,506,0,0,0,0
1,0,0,0,0,514,501,0,0,0,0
2,0,0,0,0,521,489,0,0,0,0
3,0,0,0,0,515,488,0,0,0,0
4,0,0,0,0,509,487,0,0,0,0
5,0,0,0,0,508,492,0,0,0,0
6,0,0,0,0,516,479,0,0,0,0
7,0,0,0,0,515,479,0,0,0,0
8,0,0,0,0,504,483,0,0,0,0
9,0,0,0,0,513,479,0,0,0,0
10,0,0,0,0,521,471,0,0,0,0
11,0,0,0,0,522,476,0,0,0,0
12,0,0,0,0,547,476,0,0,0,0
13,0,0,0,0,593,473,0,0,0,0
14,0,0,0,0,643,473,0,0,0,0
15,0,0,0,0,696,489,0,0,0,0
0,0,0,0,0,760,501,0,0,0,0
1,0,0,0,0,834,505,0,0,0,0
2,0,0,0,0,890,507,0,0,0,0
3,0,0,0,0,916,524,0,0,0,0
4,0,0,0,0,944,531,1,0,0,0
5,0,0,0,0,959,534,0,0,0,0
6,0,0,0,0,949,537,0,0,0,0
7,0,0,0,0,915,556,0,0,0,0
8,0,0,0,0,891,548,1,0,0,0
9,0,0,0,0,856,549,0,0,0,0
10,0,0,0,0,805,553,0,0,0,0
11,0,0,0,0,764,553,0,0,0,0
12,0,0,0,0,736,540,0,0,0,0
13,0,0,0,0,710,535,0,0,0,0
14,0,0,0,0,673,537,0,0,0,0
15,0,0,0,0,668,537,0,0,0,0
0,0,0,0,0,665,524,0,0,0,0
1,0,0,0,0,656,519,0,0,0,0
2,0,0,0,0,652,516,0,0,0,0
3,0,0,0,0,645,514,0,0,0,0
4,0,0,0,0,631,514,0,0,0,0
5,0,0,0,0,612,524,0,0,0,0
6,0,0,0,0,617,519,0,0,0,0
7,0,0,0,0,620,515,0,0,0,0
8,0,0,0,0,609,515,0,0,0,0
9,0,0,0,0,607,526,0,0,0,0
10,0,0,0,0,619,515,0,0,0,0
11,0,0,0,0,624,514,0,0,0,0
12,0,0,0,0,613,519,0,0,0,0
13,0,0,0,0,624,519,0,0,0,0
14,0,0,0,0,635,511,0,0,0,0
15,0,0,0,0,631,510,0,0,0,0
0,0,0,0,0,627,518,0,0,0,0
1,0,0,0,0,635,512,0,0,0,0
2,0,0,0,0,633,507,0,0,0,0
3,0,0,0,0,614,515,0,0,0,0
4,0,0,0,0,612,514,0,0,0,0
5,0,0,0,0,615,509,0,0,0,0
6,0,0,0,0,608,505,0,0,0,0
7,0,0,0,0,592,515,0,0,0,0
8,0,0,0,0,599,508,0,0,0,0
9,0,0,0,0,600,506,0,0,0,0
10,0,0,0,0,587,511,0,0,0,0
11,0,0,0,0,583,514,0,0,0,0
12,0,0,0,0,590,507,0,0,0,0
13,0,0,0,0,592,504,0,0,0,0
14,0,0,0,0,575,512,0,0,0,0
15,0,0,0,0,582,512,0,0,0,0
0,0,0,0,0,587,503,0,0,0,0
1,0,0,0,0,578,504,0,0,0,0
2,0,0,0,0,573,512,0,0,0,0
3,0,0,0,0,585,506,0,0,0,0
4,0,0,0,0,590,497,0,0,0,0
5,0,0,0,0,574,507,0,0,0,0
6,0,0,0,0,572,510,0,0,0,0
7,0,0,0,0,581,505,0,0,0,0
8,0,0,0,0,582,499,0,0,0,0
9,0,0,0,0,577,504,0,0,0,0
10,0,0,0,0,559,508,0,0,0,0
11,0,0,0,0,563,508,0,0,0,0
12,0,0,0,0,575,488,0,0,0,0
13,0,0,0,0,576,488,0,0,0,0
14,0,0,0,0,577,479,0,0,0,0
15,0,0,0,0,572,484,0,0,0,0
0,0,0,0,0,559,510,0,0,0,0
1,0,0,0,0,571,512,0,0,0,0
2,0,0,0,0,576,517,0,0,0,0
3,0,0,0,0,568,529,0,0,0,0
4,0,0,0,0,573,528,0,0,0,0
5,0,0,0,0,582,518,0,0,0,0
6,0,0,0,0,577,515,0,0,0,0
7,0,0,0,0,569,524,0,0,0,0
8,0,0,0,0,576,512,0,0,0,0
9,0,0,0,0,578,509,0,0,0,0
10,0,0,0,0,563,503,0,0,0,0
11,0,0,0,0,562,438,0,0,0,0
12,0,0,0,0,567,220,0,0,0,0
13,0,0,0,0,562,0,0,0,0,0
14,0,0,0,0,545,334,0,0,0,0
15,0,0,0,0,547,925,2,0,0,0
0,0,0,0,0,559,849,2,0,0,0
1,0,0,0,0,563,713,1,0,0,0
2,0,0,0,0,548,601,0,0,0,0
3,0,0,0,0,551,547,0,0,0,0
4,0,0,0,0,556,525,0,0,0,0
5,0,0,0,0,569,508,0,0,0,0
6,0,0,0,0,568,495,0,0,0,0
7,0,0,0,0,556,503,0,0,0,0
8,0,0,0,0,564,491,0,0,0,0
9,0,0,0,0,569,482,0,0,0,0
10,0,0,0,0,557,484,0,0,0,0
11,0,0,0,0,557,487,0,0,0,0
12,0,0,0,0,563,476,0,0,0,0
13,0,0,0,0,560,470,0,0,0,0
14,0,0,0,0,544,478,0,0,0,0
15,0,0,0,0,548,475,0,0,0,0
0,0,0,0,0,551,466,0,0,0,0
1,0,0,0,0,544,468,0,0,0,0
2,0,0,0,0,538,476,0,0,0,0
3,0,0,0,0,566,471,0,0,0,0
4,0,0,0,0,600,466,0,0,0,0
5,0,0,0,0,632,479,0,0,0,0
6,0,0,0,0,689,490,0,0,0,0
7,0,0,0,0,762,491,0,0,0,0
8,0,0,0,0,827,495,0,0,0,0
9,0,0,0,0,865,519,0,0,0,0
10,0,0,0,0,912,524,0,0,0,0
11,0,0,0,0,942,529,0,0,0,0
12,0,0,0,0,944,537,0,0,0,0
13,0,0,0,0,922,557,0,0,0,0
14,0,0,0,0,904,556,0,0,0,0
15,0,0,0,0,870,561,0,0,0,0
0,0,0,0,0,812,570,1,0,0,0
1,0,0,0,0,773,566,0,0,0,0
2,0,0,0,0,731,553,0,0,0,0
3,0,0,0,0,681,552,0,0,0,0
4,0,0,0,0,642,554,0,0,0,0
5,0,0,0,0,623,543,0,0,0,0
6,0,0,0,0,603,533,0,0,0,0
7,0,0,0,0,574,537,0,0,0,0
8,0,0,0,0,571,529,0,0,0,0
9,0,0,0,0,568,524,0,0,0,0
10,0,0,0,0,549,521,0,0,0,0
11,0,0,0,0,543,530,0,0,0,0
12,0,0,0,0,549,518,0,0,0,0
13,0,0,0,0,550,515,0,0,0,0
14,0,0,0,0,537,522,0,0,0,0
15,0,0,0,0,542,528,0,0,0,0
0,0,0,0,0,556,519,0,0,0,0
1,0,0,0,0,566,519,0,0,0,0
2,0,0,0,0,570,517,0,0,0,0
3,0,0,0,0,575,517,0,0,0,0
4,0,0,0,0,576,515,0,0,0,0
5,0,0,0,0,578,515,0,0,0,0
6,0,0,0,0,568,525,0,0,0,0
7,0,0,0,0,579,525,0,0,0,0
8,0,0,0,0,591,514,0,0,0,0
9,0,0,0,0,591,509,0,0,0,0
10,0,0,0,0,576,518,0,0,0,0
11,0,0,0,0,577,519,0,0,0,0
12,0,0,0,0,585,508,0,0,0,0
13,0,0,0,0,580,501,0,0,0,0
14,0,0,0,0,556,510,0,0,0,0
15,0,0,0,0,547,515,0,0,0,0
0,0,0,0,0,548,504,0,0,0,0
1,0,0,0,0,540,503,0,0,0,0
2,0,0,0,0,524,508,0,0,0,0
3,0,0,0,0,522,510,0,0,0,0
4,0,0,0,0,525,502,0,0,0,0
5,0,0,0,0,516,504,0,0,0,0
6,0,0,0,0,505,513,0,0,0,0
7,0,0,0,0,515,506,0,0,0,0
8,0,0,0,0,520,500,0,0,0,0
9,0,0,0,0,508,512,0,0,0,0
10,0,0,0,0,515,513,0,0,0,0
11,0,0,0,0,528,506,0,0,0,0
12,0,0,0,0,530,501,0,0,0,0
13,0,0,0,0,525,502,0,0,0,0
14,0,0,0,0,536,486,0,0,0,0
15,0,0,0,0,542,490,0,0,0,0
0,0,0,0,0,532,484,0,0,0,0
1,0,0,0,0,539,495,0,0,0,0
2,0,0,0,0,542,500,0,0,0,0
3,0,0,0,0,533,509,0,0,0,0
4,0,0,0,0,527,524,0,0,0,0
5,0,0,0,0,532,526,0,0,0,0
6,0,0,0,0,531,520,0,0,0,0
7,0,0,0,0,524,520,0,0,0,0
8,0,0,0,0,521,515,0,0,0,0
9,0,0,0,0,511,517,0,0,0,0
10,0,0,0,0,498,527,0,0,0,0
11,0,0,0,0,511,519,0,0,0,0
12,0,0,0,0,520,490,0,0,0,0
13,0,0,0,0,513,390,0,0,0,0
14,0,0,0,0,515,101,0,0,0,0
15,0,0,0,0,528,0,0,0,0,0
0,0,0,0,0,534,536,0,0,0,0
1,0,0,0,0,519,968,3,0,0,0
2,0,0,0,0,520,824,1,0,0,0
3,0,0,0,0,521,688,1,0,0,0
4,0,0,0,0,533,575,1,0,0,0
5,0,0,0,0,534,527,0,0,0,0
6,0,0,0,0,518,520,0,0,0,0
7,0,0,0,0,512,518,0,0,0,0
8,0,0,0,0,524,502,0,0,0,0
9,0,0,0,0,529,492,0,0,0,0
10,0,0,0,0,525,488,0,0,0,0
11,0,0,0,0,513,490,0,0,0,0
12,0,0,0,0,506,494,0,0,0,0
13,0,0,0,0,512,484,0,0,0,0
14,0,0,0,0,511,479,0,0,0,0
15,0,0,0,0,495,486,0,0,0,0
0,0,0,0,0,500,482,0,0,0,0
1,0,0,0,0,506,476,0,0,0,0
2,0,0,0,0,496,477,0,0,0,0
3,0,0,0,0,501,481,0,0,0,0
4,0,0,0,0,521,472,0,0,0,0
5,0,0,0,0,548,468,0,0,0,0
6,0,0,0,0,574,476,0,0,0,0
7,0,0,0,0,626,487,0,0,0,0
8,0,0,0,0,697,483,0,0,0,0
9,0,0,0,0,763,491,0,0,0,0
10,0,0,0,0,814,500,0,0,0,0
11,0,0,0,0,854,507,0,0,0,0
12,0,0,0,0,873,523,0,0,0,0
13,0,0,0,0,864,545,0,0,0,0
14,0,0,0,0,865,550,0,0,0,0
15,0,0,0,0,846,553,0,0,0,0
0,0,0,0,0,796,563,1,0,0,0
1,0,0,0,0,751,572,0,0,0,0
2,0,0,0,0,711,565,0,0,0,0
3,0,0,0,0,661,560,0,0,0,0
4,0,0,0,0,606,564,1,0,0,0
5,0,0,0,0,575,554,0,0,0,0
6,0,0,0,0,549,543,0,0,0,0
7,0,0,0,0,515,546,0,0,0,0
8,0,0,0,0,502,545,1,0,0,0
9,0,0,0,0,509,531,0,0,0,0
10,0,0,0,0,512,524,0,0,0,0
11,0,0,0,0,503,524,0,0,0,0
12,0,0,0,0,495,527,0,0,0,0
13,0,0,0,0,500,518,0,0,0,0
14,0,0,0,0,498,514,0,0,0,0
15,0,0,0,0,478,524,0,0,0,0
0,0,0,0,0,483,519,0,0,0,0
1,0,0,0,0,487,513,0,0,0,0
2,0,0,0,0,475,519,0,0,0,0
3,0,0,0,0,480,522,0,0,0,0
4,0,0,0,0,495,515,0,0,0,0
5,0,0,0,0,499,512,0,0,0,0
6,0,0,0,0,494,519,0,0,0,0
7,0,0,0,0,499,524,0,0,0,0
8,0,0,0,0,515,513,0,0,0,0
9,0,0,0,0,523,510,0,0,0,0
10,0,0,0,0,509,515,0,0,0,0
11,0,0,0,0,511,515,0,0,0,0
12,0,0,0,0,518,509,0,0,0,0
13,0,0,0,0,513,504,0,0,0,0
14,0,0,0,0,496,518,0,0,0,0
15,0,0,0,0,499,512,0,0,0,0
0,0,0,0,0,500,504,0,0,0,0
1,0,0,0,0,494,504,0,0,0,0
2,0,0,0,0,489,502,0,0,0,0
3,0,0,0,0,478,503,0,0,0,0
4,0,0,0,0,461,508,0,0,0,0
5,0,0,0,0,461,513,0,0,0,0
6,0,0,0,0,469,503,0,0,0,0
7,0,0,0,0,466,502,0,0,0,0
8,0,0,0,0,455,509,0,0,0,0
9,0,0,0,0,463,503,0,0,0,0
10,0,0,0,0,467,500,0,0,0,0
11,0,0,0,0,457,505,0,0,0,0
12,0,0,0,0,457,510,0,0,0,0
13,0,0,0,0,466,504,0,0,0,0
14,0,0,0,0,467,502,0,0,0,0
15,0,0,0,0,457,513,0,0,0,0
0,0,0,0,0,469,510,0,0,0,0
1,0,0,0,0,477,494,0,0,0,0
2,0,0,0,0,468,491,0,0,0,0
3,0,0,0,0,473,501,0,0,0,0
4,0,0,0,0,485,481,0,0,0,0
5,0,0,0,0,486,492,0,0,0,0
6,0,0,0,0,474,512,0,0,0,0
7,0,0,0,0,482,511,0,0,0,0
8,0,0,0,0,488,515,0,0,0,0
9,0,0,0,0,480,523,0,0,0,0
10,0,0,0,0,475,531,0,0,0,0
11,0,0,0,0,487,519,0,0,0,0
12,0,0,0,0,491,513,0,0,0,0
13,0,0,0,0,474,519,0,0,0,0
14,0,0,0,0,476,519,0,0,0,0
15,0,0,0,0,482,507,0,0,0,0
0,0,0,0,0,478,468,0,0,0,0
1,0,0,0,0,459,361,0,0,0,0
2,0,0,0,0,459,49,0,0,0,0
3,0,0,0,0,468,0,0,0,0,0
4,0,0,0,0,469,604,1,0,0,0
5,0,0,0,0,463,958,3,0,0,0
6,0,0,0,0,446,814,1,0,0,0
7,0,0,0,0,445,668,1,0,0,0
8,0,0,0,0,461,571,1,0,0,0
9,0,0,0,0,469,535,0,0,0,0
10,0,0,0,0,459,527,0,0,0,0
11,0,0,0,0,459,524,0,0,0,0
12,0,0,0,0,468,511,0,0,0,0
13,0,0,0,0,472,498,0,0,0,0
14,0,0,0,0,459,502,0,0,0,0
15,0,0,0,0,460,503,0,0,0,0
0,0,0,0,0,473,493,0,0,0,0
1,0,0,0,0,479,485,0,0,0,0
2,0,0,0,0,463,493,0,0,0,0
3,0,0,0,0,464,489,0,0,0,0
4,0,0,0,0,470,481,0,0,0,0
5,0,0,0,0,465,478,0,0,0,0
6,0,0,0,0,451,484,0,0,0,0
7,0,0,0,0,467,478,0,0,0,0
8,0,0,0,0,489,471,0,0,0,0
9,0,0,0,0,508,475,0,0,0,0
10,0,0,0,0,554,485,0,0,0,0
11,0,0,0,0,621,481,0,0,0,0
12,0,0,0,0,684,488,0,0,0,0
13,0,0,0,0,728,503,0,0,0,0
14,0,0,0,0,778,512,0,0,0,0
15,0,0,0,0,810,516,0,0,0,0
0,0,0,0,0,809,530,0,0,0,0
1,0,0,0,0,801,545,0,0,0,0
2,0,0,0,0,786,549,0,0,0,0
3,0,0,0,0,749,553,0,0,0,0
4,0,0,0,0,694,566,1,0,0,0
5,0,0,0,0,652,563,0,0,0,0
6,0,0,0,0,604,559,0,0,0,0
7,0,0,0,0,544,560,0,0,0,0
8,0,0,0,0,508,559,1,0,0,0
9,0,0,0,0,485,544,0,0,0,0
10,0,0,0,0,462,536,0,0,0,0
11,0,0,0,0,448,530,0,0,0,0
12,0,0,0,0,439,525,0,0,0,0
13,0,0,0,0,424,524,0,0,0,0
14,0,0,0,0,413,532,0,0,0,0
15,0,0,0,0,427,524,0,0,0,0
0,0,0,0,0,432,516,0,0,0,0
1,0,0,0,0,418,520,0,0,0,0
2,0,0,0,0,416,526,0,0,0,0
3,0,0,0,0,424,516,0,0,0,0
4,0,0,0,0,427,513,0,0,0,0
5,0,0,0,0,415,514,0,0,0,0
6,0,0,0,0,413,524,0,0,0,0
7,0,0,0,0,428,517,0,0,0,0
8,0,0,0,0,438,515,0,0,0,0
9,0,0,0,0,430,522,0,0,0,0
10,0,0,0,0,442,520,0,0,0,0
11,0,0,0,0,456,511,0,0,0,0
12,0,0,0,0,459,508,0,0,0,0
13,0,0,0,0,449,514,0,0,0,0
14,0,0,0,0,455,508,0,0,0,0
15,0,0,0,0,455,502,0,0,0,0
0,0,0,0,0,440,508,0,0,0,0
1,0,0,0,0,443,508,0,0,0,0
2,0,0,0,0,446,505,0,0,0,0
3,0,0,0,0,435,507,0,0,0,0
4,0,0,0,0,428,513,0,0,0,0
5,0,0,0,0,434,505,0,0,0,0
6,0,0,0,0,432,502,0,0,0,0
7,0,0,0,0,414,512,0,0,0,0
8,0,0,0,0,422,508,0,0,0,0
9,0,0,0,0,427,503,0,0,0,0
10,0,0,0,0,416,504,0,0,0,0
11,0,0,0,0,412,512,0,0,0,0
12,0,0,0,0,423,507,0,0,0,0
13,0,0,0,0,428,503,0,0,0,0
14,0,0,0,0,427,504,0,0,0,0
15,0,0,0,0,424,502,0,0,0,0
0,0,0,0,0,414,513,0,0,0,0
1,0,0,0,0,427,507,0,0,0,0
2,0,0,0,0,435,502,0,0,0,0
3,0,0,0,0,428,504,0,0,0,0
4,0,0,0,0,429,511,0,0,0,0
5,0,0,0,0,437,504,0,0,0,0
6,0,0,0,0,440,502,0,0,0,0
7,0,0,0,0,426,507,0,0,0,0
8,0,0,0,0,424,514,0,0,0,0
9,0,0,0,0,435,504,0,0,0,0
10,0,0,0,0,438,499,0,0,0,0
11,0,0,0,0,423,495,0,0,0,0
12,0,0,0,0,428,500,0,0,0,0
13,0,0,0,0,435,485,0,0,0,0
14,0,0,0,0,432,489,0,0,0,0
15,0,0,0,0,420,511,0,0,0,0
0,0,0,0,0,428,507,0,0,0,0
1,0,0,0,0,433,510,0,0,0,0
2,0,0,0,0,422,528,0,0,0,0
3,0,0,0,0,424,530,0,0,0,0
4,0,0,0,0,432,522,0,0,0,0
5,0,0,0,0,432,513,0,0,0,0
6,0,0,0,0,419,524,0,0,0,0
7,0,0,0,0,429,515,0,0,0,0
8,0,0,0,0,433,507,0,0,0,0
9,0,0,0,0,421,491,0,0,0,0
10,0,0,0,0,417,408,0,0,0,0
11,0,0,0,0,420,150,0,0,0,0
12,0,0,0,0,426,0,0,0,0,0
13,0,0,0,0,435,401,0,0,0,0
14,0,0,0,0,432,922,2,0,0,0
15,0,0,0,0,418,852,2,0,0,0
0,0,0,0,0,426,681,1,0,0,0
1,0,0,0,0,430,575,0,0,0,0
2,0,0,0,0,427,544,0,0,0,0
3,0,0,0,0,421,529,0,0,0,0
4,0,0,0,0,415,531,0,0,0,0
5,0,0,0,0,427,515,0,0,0,0
6,0,0,0,0,433,503,0,0,0,0
7,0,0,0,0,424,504,0,0,0,0
8,0,0,0,0,424,509,0,0,0,0
9,0,0,0,0,438,498,0,0,0,0
10,0,0,0,0,444,492,0,0,0,0
11,0,0,0,0,431,496,0,0,0,0
12,0,0,0,0,438,496,0,0,0,0
13,0,0,0,0,448,481,0,0,0,0
14,0,0,0,0,447,478,0,0,0,0
15,0,0,0,0,435,483,0,0,0,0
0,0,0,0,0,447,480,0,0,0,0
1,0,0,0,0,466,472,0,0,0,0
2,0,0,0,0,479,478,0,0,0,0
3,0,0,0,0,520,482,0,0,0,0
4,0,0,0,0,580,480,0,0,0,0
5,0,0,0,0,633,484,0,0,0,0
6,0,0,0,0,672,506,0,0,0,0
7,0,0,0,0,723,508,0,0,0,0
8,0,0,0,0,755,512,0,0,0,0
9,0,0,0,0,755,523,0,0,0,0
10,0,0,0,0,747,540,0,0,0,0
11,0,0,0,0,736,539,0,0,0,0
12,0,0,0,0,705,545,1,0,0,0
13,0,0,0,0,651,553,0,0,0,0
14,0,0,0,0,608,558,0,0,0,0
15,0,0,0,0,565,551,0,0,0,0
0,0,0,0,0,511,556,1,0,0,0
1,0,0,0,0,475,556,0,0,0,0
2,0,0,0,0,456,543,0,0,0,0
3,0,0,0,0,437,534,0,0,0,0
4,0,0,0,0,414,538,0,0,0,0
5,0,0,0,0,418,529,0,0,0,0
6,0,0,0,0,423,520,0,0,0,0
7,0,0,0,0,423,515,0,0,0,0
8,0,0,0,0,422,515,0,0,0,0
9,0,0,0,0,406,520,0,0,0,0
10,0,0,0,0,407,524,0,0,0,0
11,0,0,0,0,414,515,0,0,0,0
12,0,0,0,0,412,513,0,0,0,0
13,0,0,0,0,398,519,0,0,0,0
14,0,0,0,0,403,519,0,0,0,0
15,0,0,0,0,406,516,0,0,0,0
0,0,0,0,0,395,520,0,0,0,0
1,0,0,0,0,397,526,0,0,0,0
2,0,0,0,0,415,521,0,0,0,0
3,0,0,0,0,427,513,0,0,0,0
4,0,0,0,0,421,518,0,0,0,0
5,0,0,0,0,431,518,0,0,0,0
6,0,0,0,0,443,510,0,0,0,0
7,0,0,0,0,444,505,0,0,0,0
8,0,0,0,0,445,504,0,0,0,0
9,0,0,0,0,436,502,0,0,0,0
10,0,0,0,0,423,517,0,0,0,0
11,0,0,0,0,434,510,0,0,0,0
12,0,0,0,0,439,504,0,0,0,0
13,0,0,0,0,426,507,0,0,0,0
14,0,0,0,0,424,512,0,0,0,0
15,0,0,0,0,432,502,0,0,0,0
0,0,0,0,0,431,499,0,0,0,0
1,0,0,0,0,412,508,0,0,0,0
2,0,0,0,0,411,511,0,0,0,0
3,0,0,0,0,420,503,0,0,0,0
4,0,0,0,0,422,499,0,0,0,0
5,0,0,0,0,408,505,0,0,0,0
6,0,0,0,0,412,512,0,0,0,0
7,0,0,0,0,423,504,0,0,0,0
8,0,0,0,0,424,502,0,0,0,0
9,0,0,0,0,416,509,0,0,0,0
10,0,0,0,0,425,506,0,0,0,0
11,0,0,0,0,428,501,0,0,0,0
12,0,0,0,0,417,508,0,0,0,0
13,0,0,0,0,421,510,0,0,0,0
14,0,0,0,0,428,504,0,0,0,0
15,0,0,0,0,427,500,0,0,0,0
0,0,0,0,0,418,505,0,0,0,0
1,0,0,0,0,415,510,0,0,0,0
2,0,0,0,0,427,505,0,0,0,0
3,0,0,0,0,432,499,0,0,0,0
4,0,0,0,0,421,503,0,0,0,0
5,0,0,0,0,422,507,0,0,0,0
6,0,0,0,0,430,503,0,0,0,0
7,0,0,0,0,427,492,0,0,0,0
8,0,0,0,0,412,494,0,0,0,0
9,0,0,0,0,421,496,0,0,0,0
10,0,0,0,0,426,480,0,0,0,0
11,0,0,0,0,416,492,0,0,0,0
12,0,0,0,0,419,508,0,0,0,0
13,0,0,0,0,429,505,0,0,0,0
14,0,0,0,0,428,515,0,0,0,0
15,0,0,0,0,416,530,0,0,0,0
0,0,0,0,0,426,526,0,0,0,0
1,0,0,0,0,432,516,0,0,0,0
2,0,0,0,0,419,519,0,0,0,0
